ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label,school_status,Series Name,Series Code,Country Name,Country Code,Time,Time Code,Value
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2018,6.019,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2018,109.217,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2018,12.37,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2018,128.816,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2018,22.961,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2018,48.239,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2018,4.924,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2018,94.594,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2018,16.508,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2018,99.898,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2018,22.096,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2018.0,YR2018,6.8
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Rural,2012,137.268,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2012,7.782,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2012,269.304,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2012,23.354,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2012,245.258,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2012,18.019,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2012,94.985,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2012,6.15,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2012,217.045,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2012,15.81,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2012,184.765,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Viet Nam,CLS - National Child Labour Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2012,20.73,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Viet Nam,VNM,2012.0,YR2012,17.2
Vanuatu,"HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Rural,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Vanuatu,VUT,2023.0,YR2023,
Vanuatu,"HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Vanuatu,VUT,2023.0,YR2023,
Vanuatu,"HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Vanuatu,VUT,2023.0,YR2023,
Vanuatu,"HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Vanuatu,VUT,2023.0,YR2023,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Rural,2020,7984.535,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2020,2389.651,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2020,4983.896,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2020,1753.437,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2020,6394.834,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2020,3855.605,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2020,5338.414,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2020,1620.534,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2020,3099.093,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2020,1011.126,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2020,3983.968,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
World,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2020,2160.9,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,World,WLD,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Rural,2020,4966.144,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2020,818.922,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2020,2908.874,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2020,647.612,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2020,3179.161,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2020,1199.594,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2020,3459.074,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2020,707.785,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2020,1988.741,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2020,563.031,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2020,2313.543,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
Sub-Saharan Africa,ILO - Modelled Estimates,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2020,967.632,,,,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Sub-Saharan Africa,SSF,2020.0,YR2020,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2024,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2024.0,YR2024,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Not elsewhere classified,2024,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2024.0,YR2024,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2024,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2024.0,YR2024,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Not elsewhere classified,2024,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2024.0,YR2024,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2023,0.925,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2023.0,YR2023,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2023.0,YR2023,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2023.0,YR2023,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2023,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2023.0,YR2023,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2022,1.263,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2022.0,YR2022,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2022,1.071,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2022.0,YR2022,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2022,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2022.0,YR2022,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2022,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2022.0,YR2022,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2021,0.877,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2021.0,YR2021,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2021,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2021.0,YR2021,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2021,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2021.0,YR2021,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2021,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2021.0,YR2021,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2020,1.361,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2020.0,YR2020,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2020,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2020.0,YR2020,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2020,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2020.0,YR2020,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2020,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2020.0,YR2020,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2019.0,YR2019,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2019,1.625,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2019.0,YR2019,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2019.0,YR2019,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2019.0,YR2019,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2016,1.264,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2016.0,YR2016,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2016.0,YR2016,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2016.0,YR2016,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2016.0,YR2016,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2015,1.261,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2015.0,YR2015,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2015,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2015.0,YR2015,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2015,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2015.0,YR2015,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2015,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2015.0,YR2015,
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2014,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2014.0,YR2014,55.5
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2014,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2014.0,YR2014,55.5
South Africa,LFS - Quarterly Labour Force Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2014,1.59,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,South Africa,ZAF,2014.0,YR2014,55.5
