ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label,school_status,Series Name,Series Code,Country Name,Country Code,Time,Time Code,Value
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2025,0.322,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2025.0,YR2025,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2025,1.499,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2025.0,YR2025,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2025,0.227,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2025.0,YR2025,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2025,0.904,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2025.0,YR2025,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2024,0.23,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2024.0,YR2024,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2024,1.396,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2024.0,YR2024,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2024,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2024.0,YR2024,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2024,0.695,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2024.0,YR2024,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2023,0.28,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2023.0,YR2023,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2023,1.081,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2023.0,YR2023,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2023,0.178,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2023.0,YR2023,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2023,0.72,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2023.0,YR2023,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2022,0.306,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2022.0,YR2022,6.5
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2022,1.192,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2022.0,YR2022,6.5
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2022,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2022.0,YR2022,6.5
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2022,0.484,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2022.0,YR2022,6.5
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2021,0.647,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2021.0,YR2021,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2021,1.331,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2021.0,YR2021,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2021,0.121,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2021.0,YR2021,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2021,0.685,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2021.0,YR2021,
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2020,0.485,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2020.0,YR2020,10.7
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2020,1.502,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2020.0,YR2020,10.7
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2020,0.132,Unreliable,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2020.0,YR2020,10.7
Chile,LFS - National Employment Survey,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2020,0.911,Unreliable,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2020.0,YR2020,10.7
Chile,CLS - Survey on the Activities of Children and Youth,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2012,6.453,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2012.0,YR2012,
Chile,CLS - Survey on the Activities of Children and Youth,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2012,17.445,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2012.0,YR2012,
Chile,CLS - Survey on the Activities of Children and Youth,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2012,1.689,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2012.0,YR2012,
Chile,CLS - Survey on the Activities of Children and Youth,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2012,2.444,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chile,CHL,2012.0,YR2012,
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2010,285.486,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2010,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2010,234.85,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2010,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2010,143.932,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2010,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2010,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
China,CLS - Family Panel Study,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2010,133.656,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,China,CHN,2010.0,YR2010,17.2
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Rural,2022,4.729,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2022,1.268,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2022,13.509,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2022,4.927,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2022,32.662,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2022,17.204,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2022,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2022,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2022,3.932,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2022,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2022,7.246,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2022,4.189,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2022.0,YR2022,36.6
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2019,3.35,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2019,6.929,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2019,9.47,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2019,5.971,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2019.0,YR2019,36.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2018,5.443,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2018,8.482,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2018,5.441,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2018.0,YR2018,35.5
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2017,2.217,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2017,6.19,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2017,15.283,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Rural,2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 12-14,Area type: Urban,2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Rural,2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: 15-17,Area type: Urban,2017,4.409,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2017.0,YR2017,35.9
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Rural,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: '5-11,Area type: Urban,2016,0.405,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Rural,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 12-14,Area type: Urban,2016,3.383,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Rural,2016,7.017,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Male,Age: 15-17,Area type: Urban,2016,18.386,,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Rural,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
Colombia,CLS - National Survey on Child Labour,"Children in hazardous work attending school by sex, age and rural / urban areas (thousands)",Female,Age: '5-11,Area type: Urban,2016,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing,Attending,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Colombia,COL,2016.0,YR2016,36.8
