obs_status.label,sex.label,classif1.label,time,indicator.label,Value,sex.label_level
0.18527549739986168,1.0,-2.010167171596271,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,-2.010167171596271,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,-0.643802427471765,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,-0.643802427471765,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,0.7225623166527411,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,0.7225623166527411,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,-1.0,-2.010167171596271,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,-2.010167171596271,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,-0.643802427471765,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,-0.643802427471765,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,0.7225623166527411,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,0.7225623166527411,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,1.0,-2.010167171596271,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,-2.010167171596271,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,-0.643802427471765,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,-0.643802427471765,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,0.7225623166527411,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,0.7225623166527411,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,-1.0,-2.010167171596271,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,-2.010167171596271,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,-0.643802427471765,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,-0.643802427471765,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,0.7225623166527411,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,0.7225623166527411,-0.5717198664108507,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,1.0,0.7225623166527411,1.2049642075215732,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,1.0,0.7225623166527411,1.2049642075215732,-0.9758376732507201,-0.12251118995987553,High
0.18527549739986168,-1.0,0.7225623166527411,1.2049642075215732,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,-1.0,0.7225623166527411,1.2049642075215732,-0.9758376732507201,-0.12251118995987553,Low
0.18527549739986168,1.0,0.7225623166527411,1.0272958001283308,-0.9758376732507201,-0.12251118995987553,High
