"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2015",45.24,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2015",51.429,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: '5-11","Area type: Urban","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2015",3.183,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2015",12.504,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: '5-11","Area type: Urban","2014",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2014",5.482,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2014",3.938,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2014",41.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2014",42.511,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: '5-11","Area type: Urban","2014",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2014",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2014",0.202,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2014",3.065,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2014",14.35,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: '5-11","Area type: Urban","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2013",5.218,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2013",4.227,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2013",43.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2013",51.973,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: '5-11","Area type: Urban","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2013",4.15,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2013",16.197,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: '5-11","Area type: Urban","2012",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2012",11.722,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2012",8.253,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2012",48.393,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2012",52.843,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: '5-11","Area type: Urban","2012",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2012",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2012",2.52,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2012",8.42,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","CLS - National Survey on Child Labour","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2012",20.04,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2022",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2022",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2022",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Multiple Indicator Cluster Survey, UNICEF","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2022",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2020",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2020",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2019",0.765,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2019",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2018",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2018",0.994,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2018",1.547,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2018",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2018",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2018",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2017",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2017",0.998,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2017",1.839,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2017",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2017",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2017",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2016",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2016",1.149,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2016",1.922,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2016",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2016",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2016",0.688,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2015",0.81,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2015",2.046,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2015",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2014",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2014",1.489,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2014",1.358,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2014",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2014",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2014",0.832,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2013",2.252,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2013",1.339,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2013",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2011",1.719,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2011",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2011",8.126,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2011",2.22,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2011",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2011",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2011",0.385,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","CLS - National Household Survey, Child Labour Module","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2011",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2024",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2024",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2024",3.274,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2024",9.428,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2024",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2024",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2024",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2024",1.248,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2023",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2023",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2023",2.711,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2023",10.407,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2023",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2023",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2023",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2023",0.866,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2022",0.438,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2022",1.442,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2022",2.625,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2022",14.426,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Rural","2022",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2022",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2022",0.334,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2022",1.955,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Urban","2021",1.221,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Rural","2021",2.214,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 15-17","Area type: Urban","2021",11.786,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 12-14","Area type: Urban","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Rural","2021",,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Female","Age: 15-17","Area type: Urban","2021",1.394,"Unreliable",,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","LFS - Continuous National Labour Force Survey","Children in hazardous work not attending school by sex, age and rural / urban areas (thousands)","Male","Age: 12-14","Area type: Rural","2020",0.454,"Unreliable","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
